CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
7106549,1,1,4,M,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7106553,1,1,4,-,11,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7106766,2,1,4,M,52,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7106786,2,1,4,F,36,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7106790,2,1,4,M,14,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7106925,1,1,4,M,65,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7107022,1,1,4,M,32,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7107030,1,1,4,M,15,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7108578,1,1,1,M,69,3,1,L,G,0,"SAN DIEGO","SAN DIEGO",2015
7108578,2,1,1,M,30,4,1,B,-,0,"SAN DIEGO","SAN DIEGO",2015
7108578,3,1,4,M,54,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7108602,2,1,4,M,54,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7108622,1,1,4,M,57,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7109043,2,1,4,F,23,4,1,P,-,1,"SAN DIEGO","SAN DIEGO",2015
7109070,1,1,4,M,22,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7109070,2,1,3,F,84,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7112984,1,1,4,F,25,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7113134,2,1,4,-,27,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7113139,1,1,4,M,78,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7113793,2,1,4,F,34,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7113809,1,1,4,M,65,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7113814,2,1,4,M,24,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7113818,1,1,4,M,61,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7113825,1,1,4,M,17,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7113834,2,1,4,-,37,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7114092,2,1,4,M,44,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7114253,1,1,4,M,46,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7116175,1,1,4,M,22,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7116175,2,1,2,F,64,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7119564,2,1,4,M,50,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7121594,1,1,4,-,32,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7121594,2,1,2,F,35,0,6,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7122218,1,1,3,F,60,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7122330,2,1,4,F,27,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7124079,2,1,4,M,12,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7127724,1,1,4,F,54,3,1,W,-,3,"SAN DIEGO","SAN DIEGO",2015
7127740,2,1,4,M,57,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7127759,1,1,4,M,53,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7127759,2,1,2,M,37,0,3,L,G,0,"SAN DIEGO","SAN DIEGO",2015
7128243,1,1,4,M,48,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7128243,2,1,2,M,26,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7128777,2,1,4,M,28,3,1,V,W,0,"SAN DIEGO","SAN DIEGO",2015
7128979,2,1,4,F,43,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7129016,1,1,4,M,21,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7129452,1,1,4,M,36,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7130751,1,1,4,M,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7130767,2,1,4,-,30,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7131891,1,1,4,M,38,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7131896,1,1,4,M,17,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7133833,2,1,4,M,31,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7135259,1,1,4,M,54,4,9,-,W,1,"SAN DIEGO","SAN DIEGO",2015
7135259,2,1,2,M,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7135259,2,2,2,F,97,0,5,-,G,0,"SAN DIEGO","SAN DIEGO",2015
7135259,2,3,2,F,49,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7135372,1,1,4,M,49,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7135372,2,1,2,M,7,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7137127,1,1,4,M,14,3,9,W,-,1,"SAN DIEGO","SAN DIEGO",2015
7137133,2,1,4,M,67,3,1,W,-,3,"SAN DIEGO","SAN DIEGO",2015
7137138,2,1,4,M,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7137144,1,1,4,M,20,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7137152,1,1,4,M,57,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7137154,1,1,2,M,33,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7137154,2,1,4,F,26,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7137299,1,1,4,M,44,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7138844,1,1,4,M,20,3,9,V,-,1,"SAN DIEGO","SAN DIEGO",2015
7142107,1,1,4,M,13,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7142109,2,1,4,F,44,4,9,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7142111,1,1,2,F,22,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7142111,2,1,4,M,64,4,1,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7142161,2,1,4,-,58,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7142181,1,1,2,F,29,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7142181,2,1,4,M,35,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7142233,1,1,4,M,49,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2015
7142360,2,1,4,M,75,4,9,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7142813,1,1,4,M,42,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7144598,1,1,4,M,32,2,1,N,V,1,"SAN DIEGO","SAN DIEGO",2015
7145133,1,1,4,M,18,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7145888,2,1,4,M,20,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7145959,1,1,4,M,65,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7146084,2,1,4,M,43,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7146147,1,1,4,M,50,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7146151,2,1,4,M,22,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7146494,2,1,4,M,11,3,0,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7146666,2,1,3,F,41,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2015
7149367,1,1,4,F,64,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7149423,2,1,4,F,21,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7151332,2,1,4,M,24,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2016
7152263,1,1,4,M,56,3,9,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7152263,2,1,1,M,24,4,9,P,W,2,"SAN DIEGO","SAN DIEGO",2015
7153650,1,1,4,M,21,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7156172,2,1,4,M,50,3,0,-,V,0,"SAN DIEGO","SAN DIEGO",2015
7156178,2,1,3,M,42,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7156190,1,1,4,F,72,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7156713,1,1,4,M,14,3,9,-,-,1,"SAN DIEGO","SAN DIEGO",2016
7156713,2,1,2,F,4,0,6,Q,M,0,"SAN DIEGO","SAN DIEGO",2016
7157079,1,1,4,M,26,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7157099,2,1,4,M,32,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7157107,1,1,4,F,27,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2016
7158415,2,1,4,F,65,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7158468,2,1,4,M,23,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2016
7158486,1,1,4,M,11,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7158553,2,1,4,-,47,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2016
7160828,2,1,4,M,52,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7162682,2,1,4,M,32,3,1,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7165614,1,1,4,F,24,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2016
7165634,2,1,4,-,33,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
7168307,1,1,4,M,18,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7170193,1,1,4,F,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7170766,2,1,4,F,39,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7172485,2,1,4,M,74,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7172492,2,1,4,M,59,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7172496,2,1,4,M,53,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7174306,1,1,4,M,62,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7174526,2,1,4,M,82,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7175226,1,1,4,M,56,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7175226,2,1,2,M,18,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2016
7175230,1,1,4,M,63,2,1,-,W,2,"SAN DIEGO","SAN DIEGO",2016
7175246,2,1,4,M,21,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7175934,1,1,4,M,39,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7175983,2,1,4,F,41,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7176015,1,1,2,M,32,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2016
7176015,2,1,4,M,29,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2016
7176068,1,1,4,M,68,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2016
7176072,1,1,4,F,21,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7178107,1,1,4,M,65,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7178130,1,1,4,M,19,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7178194,1,1,4,M,28,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7178194,2,1,2,M,47,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
7178690,1,1,2,F,0,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2016
7178690,2,1,4,F,26,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7178706,1,1,4,M,35,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7184507,2,1,4,M,49,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7184511,2,1,4,M,36,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7184557,2,1,4,M,66,4,9,P,W,3,"SAN DIEGO","SAN DIEGO",2016
7186640,1,1,4,-,53,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2016
7187058,1,1,4,M,86,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7187075,2,1,4,M,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7187086,1,1,4,M,47,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7187099,2,1,4,M,53,3,1,V,-,0,"SAN DIEGO","SAN DIEGO",2016
7187103,2,1,4,M,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7187120,1,1,4,M,31,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7187985,1,1,4,M,31,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7190987,1,1,4,M,60,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7191131,1,1,4,-,63,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7194369,1,1,4,M,70,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7195599,2,1,4,M,21,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7196205,1,1,4,M,52,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7196247,1,1,4,M,55,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7196259,2,1,4,M,46,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7196285,1,1,4,M,67,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7196297,1,1,4,M,21,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2016
7198839,2,1,4,M,56,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7198840,1,1,4,M,35,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
7198855,1,1,4,-,50,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7198856,1,1,4,-,47,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2016
7199531,1,1,4,M,13,1,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7203859,1,1,4,F,22,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
7204431,2,1,4,M,30,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7204439,1,1,2,M,79,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
7204439,2,1,4,M,28,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7204486,2,1,3,F,63,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7204554,1,1,4,M,32,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
7209339,2,1,4,M,45,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2016
7209375,2,1,4,M,55,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2016
7209394,1,1,4,F,50,3,0,P,-,1,"SAN DIEGO","SAN DIEGO",2016
7209423,1,1,2,-,998,0,3,L,G,0,"SAN DIEGO","SAN DIEGO",2016
7209423,1,2,2,-,998,0,4,L,G,0,"SAN DIEGO","SAN DIEGO",2016
7209423,1,3,2,-,998,0,6,L,G,0,"SAN DIEGO","SAN DIEGO",2016
7209423,2,1,4,M,54,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
7209428,2,1,4,-,66,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
7209476,2,1,4,F,26,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2016
7209484,1,1,4,M,11,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
7209492,2,1,4,M,23,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8000343,1,1,4,M,58,4,1,A,W,1,"SAN DIEGO","SAN DIEGO",2016
8000363,1,1,4,M,78,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8000886,1,1,4,M,33,2,9,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8000926,1,1,2,F,9,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8000926,2,1,4,M,8,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8000941,2,1,4,M,44,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2016
8000942,1,1,4,M,15,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8000957,1,1,4,F,44,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8011218,1,1,4,M,59,2,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8011218,2,1,1,M,29,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8011425,1,1,4,M,48,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8011440,1,1,4,M,51,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8012424,1,1,4,M,53,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8012424,2,1,2,M,43,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2016
8014847,1,1,4,M,56,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8014869,2,1,4,M,31,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8016326,2,1,4,M,65,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8016345,1,1,4,M,54,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8016365,1,1,2,M,5,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8016365,1,2,2,F,8,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8016365,2,1,4,M,58,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8017439,1,1,4,M,50,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2016
8020413,1,1,4,M,53,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8020413,3,1,2,F,28,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8020413,3,2,2,F,56,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8020429,1,1,4,M,26,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8020986,1,1,4,F,10,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8022041,2,1,4,F,43,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8022935,1,1,4,M,57,2,1,-,P,2,"SAN DIEGO","SAN DIEGO",2016
8024155,1,1,4,M,17,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8024160,1,1,4,F,15,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8024160,2,1,2,F,39,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8024172,1,1,4,M,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8025194,2,1,4,M,38,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8027855,2,1,4,M,18,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8027863,1,1,4,M,13,3,1,-,W,0,"SAN DIEGO","SAN DIEGO",2016
8027882,1,1,4,M,61,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8027882,2,1,2,F,20,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8027909,2,1,4,M,33,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8027910,2,1,4,M,39,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8031058,2,1,4,F,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8031160,2,1,4,M,50,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8031943,1,1,4,M,17,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8032809,1,1,4,F,42,3,9,V,-,1,"SAN DIEGO","SAN DIEGO",2016
8032809,2,1,2,F,49,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8032849,2,1,4,M,66,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8032863,1,1,2,F,28,3,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8032863,2,1,4,F,55,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8032934,1,1,4,F,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8034572,1,1,4,M,30,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8034572,2,1,2,-,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8034572,2,2,2,-,998,0,6,E,Q,0,"SAN DIEGO","SAN DIEGO",2016
8035221,1,1,4,M,33,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8035237,1,1,4,M,37,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8037569,2,1,4,M,31,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8037571,2,1,4,M,43,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8037581,2,1,4,F,27,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8037600,1,1,4,M,64,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8042993,1,1,4,M,47,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8043329,2,1,4,F,45,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8044003,1,1,4,M,59,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8046658,1,1,4,M,15,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8046678,1,1,4,M,5,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8046693,1,1,4,M,22,4,1,P,-,1,"SAN DIEGO","SAN DIEGO",2016
8046697,1,1,2,F,32,4,4,P,D,1,"SAN DIEGO","SAN DIEGO",2016
8046697,1,2,2,F,31,0,6,P,D,0,"SAN DIEGO","SAN DIEGO",2016
8046698,1,1,4,M,53,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2016
8046709,1,1,4,M,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8046709,2,1,2,F,2,0,3,M,Q,0,"SAN DIEGO","SAN DIEGO",2016
8046709,2,2,2,M,4,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2016
8046710,1,1,4,M,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8047625,1,1,4,M,44,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2016
8047626,1,1,4,M,24,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2016
8047637,2,1,4,F,45,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8049240,2,1,1,M,70,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8049290,2,1,4,M,61,4,1,-,P,2,"SAN DIEGO","SAN DIEGO",2016
8049294,1,1,4,F,26,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8049313,1,1,4,M,47,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8049319,1,1,4,M,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8049319,2,1,1,M,41,3,1,M,G,3,"SAN DIEGO","SAN DIEGO",2016
8049322,1,1,4,M,61,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8049338,1,1,4,M,57,3,1,-,W,1,"SAN DIEGO","SAN DIEGO",2016
8049358,3,1,4,F,28,4,0,-,P,1,"SAN DIEGO","SAN DIEGO",2016
8049939,1,1,4,-,44,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8049961,2,1,4,F,30,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2016
8053123,2,1,4,M,6,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8053167,1,1,2,F,22,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8053167,2,1,4,M,34,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8053188,1,1,2,F,46,0,3,M,H,0,"SAN DIEGO","SAN DIEGO",2016
8053188,2,1,4,M,45,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2016
8053196,1,1,4,M,32,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2016
8055248,2,1,4,M,57,3,1,P,U,3,"SAN DIEGO","SAN DIEGO",2016
8055261,2,1,4,M,27,3,1,N,V,0,"SAN DIEGO","SAN DIEGO",2016
8057408,2,1,4,M,53,2,9,-,W,0,"SAN DIEGO","SAN DIEGO",2016
8057446,2,1,4,M,61,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8057985,1,1,4,M,45,4,9,-,P,0,"SAN DIEGO","SAN DIEGO",2016
8057993,1,1,4,M,43,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8057997,2,1,4,M,31,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8059345,1,1,4,M,9,3,9,A,W,3,"SAN DIEGO","SAN DIEGO",2016
8059358,1,1,4,M,59,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8059358,1,2,2,F,41,0,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8061184,1,1,4,F,29,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8064458,2,1,3,F,62,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8065038,1,1,4,M,60,3,1,V,-,2,"SAN DIEGO","SAN DIEGO",2016
8067117,1,1,4,M,30,3,1,-,-,0,"SAN DIEGO","SAN DIEGO",2016
8068090,1,1,4,M,38,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8068093,1,1,4,F,19,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8068093,2,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8068093,2,2,2,M,23,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8068102,2,1,4,M,32,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8068110,2,1,4,M,49,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8068117,2,1,4,F,34,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2016
8069099,1,1,4,M,52,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2016
8069137,2,1,4,M,45,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2016
8069181,2,1,4,M,35,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8072099,1,1,4,M,31,4,1,M,V,0,"SAN DIEGO","SAN DIEGO",2016
8072099,2,1,2,F,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2016
8072470,1,1,4,M,55,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8072474,1,1,4,M,15,3,9,P,V,2,"SAN DIEGO","SAN DIEGO",2016
8074887,2,1,4,M,54,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2016
8074916,1,1,4,M,9,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2016
8075729,1,1,4,M,45,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2016
8075745,2,1,4,M,6,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2016
8075749,1,1,4,M,22,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8076134,1,1,4,-,21,3,0,P,-,1,"SAN DIEGO","SAN DIEGO",2016
8079795,1,1,4,M,28,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2016
8080898,2,1,4,M,22,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2016
